ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0010586	miRNA metabolic process	12/498	89/12060	0.134831460674157	3.26519561391634	4.4513253306514	0.000282226702405198	0.0031258633723312	0.00222306370507984	PDGFB/EGR1/KLF4/APLN/GATA3/TWIST1/VEGFA/MYC/FOSL1/FOS/TGFB1/TGFB2	12
GO:0007160	cell-matrix adhesion	19/498	189/12060	0.100529100529101	2.43449990437942	4.12516771040263	0.000305480997400531	0.00337461039315899	0.00239996858155132	NPNT/SEMA3E/SFRP1/FERMT1/EPHA1/COL17A1/AJAP1/FUT1/THBS1/CCN2/KDR/EDA/COL13A1/THY1/VEGFA/JAG1/DLC1/EMILIN1/ITGA3	19
GO:0021700	developmental maturation	23/498	252/12060	0.0912698412698413	2.21026965002869	4.02947139605283	0.000309829337983437	0.00341375597850841	0.00242780829162141	CDH3/FERMT1/CEBPA/KCNQ3/FAM20C/XBP1/KDR/BNC1/EDN1/RET/TFCP2L1/GATA3/EPAS1/IRX5/NGF/VEGFA/TRIM58/DDIT3/TGFB1/RUNX2/SEMA7A/FZD5/TGFB2	23
GO:0002687	positive regulation of leukocyte migration	12/498	90/12060	0.133333333333333	3.2289156626506	4.40475393267338	0.000313712724471842	0.00343868056126499	0.0024455342536007	F2RL1/THBS1/EDN1/PGF/THY1/VEGFA/TRPV4/LGALS3/FUT4/CXCL12/VEGFC/TGFB1	12
GO:0072089	stem cell proliferation	12/498	90/12060	0.133333333333333	3.2289156626506	4.40475393267338	0.000313712724471842	0.00343868056126499	0.0024455342536007	PIM1/FERMT1/IRF6/CEBPA/SFN/KDR/EPCAM/TBX3/RUNX1/VEGFC/TGFB1/RUNX2	12
GO:0048146	positive regulation of fibroblast proliferation	8/498	43/12060	0.186046511627907	4.50546371532642	4.77898326571689	0.000323268918073944	0.00352521015544903	0.00250707270788777	PDGFB/S100A6/PDGFA/FOSL2/MYC/DDR2/TGFB1/LIF	8
GO:0050919	negative chemotaxis	8/498	43/12060	0.186046511627907	4.50546371532642	4.77898326571689	0.000323268918073944	0.00352521015544903	0.00250707270788777	SEMA3E/PDGFA/NRG1/PLXNA4/NTN1/NRG3/SEMA5A/SEMA7A	8
GO:0007519	skeletal muscle tissue development	15/498	131/12060	0.114503816793893	2.77292375609307	4.23426002380805	0.000325057607685444	0.00353562659436321	0.00251448071154246	EGR1/YBX3/HDAC9/TWIST1/ACTA1/MAFF/MYC/POPDC3/SIX1/KLF5/CAV2/FLNB/FOS/TGFB1/CAV1	15
GO:0035767	endothelial cell chemotaxis	6/498	24/12060	0.25	6.05421686746988	5.14365984478874	0.000342815286548342	0.00369091991253316	0.00262492281925607	FGF18/SMOC2/THBS1/KDR/VEGFA/SEMA5A	6
GO:0055094	response to lipoprotein particle	6/498	24/12060	0.25	6.05421686746988	5.14365984478874	0.000342815286548342	0.00369091991253316	0.00262492281925607	LPL/FUT1/CD9/TLR4/LDLR/TGFB1	6
GO:0072210	metanephric nephron development	6/498	24/12060	0.25	6.05421686746988	5.14365984478874	0.000342815286548342	0.00369091991253316	0.00262492281925607	PDGFB/IRX2/EGR1/RET/LGR4/LIF	6
GO:2000352	negative regulation of endothelial cell apoptotic process	6/498	24/12060	0.25	6.05421686746988	5.14365984478874	0.000342815286548342	0.00369091991253316	0.00262492281925607	RAMP2/FUT1/KDR/GATA3/NDNF/SEMA5A	6
GO:0032870	cellular response to hormone stimulus	37/498	495/12060	0.0747474747474747	1.81014968966776	3.81987267672982	0.000344433888053974	0.00369536394335813	0.00262808334243142	FKBP4/THRB/PIM1/SFRP1/RAMP2/SLC39A14/KLF4/XBP1/FUT1/FOXC2/SCNN1A/TBC1D4/EDN1/PCK2/HDAC9/TNC/AKR1C3/STC1/NKX3-1/GDF15/TRIB3/PID1/DUSP1/INSIG1/TNS2/GCLM/ZFP36/KLF5/CAV2/DDR2/FOS/TGFB1/CAV1/NR4A3/NR1D1/JAK3/UGCG	37
GO:0071560	cellular response to transforming growth factor beta stimulus	21/498	222/12060	0.0945945945945946	2.29078476066428	4.02851500146766	0.000346571764950509	0.00369536394335813	0.00262808334243142	NPNT/CDH3/SPRY1/SFRP1/FERMT1/SPRY2/GCNT2/XBP1/THBS1/EDN1/SPRED3/GDF15/LRRC32/CAV2/DDR2/EMILIN1/FOS/TGFB1/CAV1/TGFB2/ITGA3	21
GO:0051881	regulation of mitochondrial membrane potential	10/498	66/12060	0.151515151515152	3.66922234392114	4.51261760749495	0.000346745974717123	0.00369536394335813	0.00262808334243142	KCNQ3/KDR/SLC4A11/PYCR1/OPRD1/PID1/PMAIP1/GCLM/BID/FZD9	10
GO:0002719	negative regulation of cytokine production involved in immune response	5/498	16/12060	0.3125	7.56777108433735	5.4556495062907	0.000351939423176964	0.00369536394335813	0.00262808334243142	BST2/TWIST1/TGFB1/TGFB2/JAK3	5
GO:0015802	basic amino acid transport	5/498	16/12060	0.3125	7.56777108433735	5.4556495062907	0.000351939423176964	0.00369536394335813	0.00262808334243142	SLC7A1/SLC7A2/SLC7A7/SLC7A5/SLC38A4	5
GO:0042474	middle ear morphogenesis	5/498	16/12060	0.3125	7.56777108433735	5.4556495062907	0.000351939423176964	0.00369536394335813	0.00262808334243142	EDN1/GSC/INSIG1/MYC/SIX1	5
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	5/498	16/12060	0.3125	7.56777108433735	5.4556495062907	0.000351939423176964	0.00369536394335813	0.00262808334243142	CDH3/IGFBP3/IGFBP5/IGFBP6/NKX3-1	5
GO:0044321	response to leptin	5/498	16/12060	0.3125	7.56777108433735	5.4556495062907	0.000351939423176964	0.00369536394335813	0.00262808334243142	EDN1/PID1/NR4A3/NR1D1/UGCG	5
GO:0060252	positive regulation of glial cell proliferation	5/498	16/12060	0.3125	7.56777108433735	5.4556495062907	0.000351939423176964	0.00369536394335813	0.00262808334243142	PRKCH/SLC7A5/NTN1/ETV5/VEGFC	5
GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell	5/498	16/12060	0.3125	7.56777108433735	5.4556495062907	0.000351939423176964	0.00369536394335813	0.00262808334243142	CHST2/KLF4/IRAK1/FUT4/CXCL12	5
GO:0060560	developmental growth involved in morphogenesis	20/498	207/12060	0.0966183574879227	2.33979395844247	4.03517971845459	0.000361657312893593	0.00378802548467808	0.00269398273879932	SPRY1/DCC/SFRP1/SPRY2/IFRD1/EDN1/UNC13A/LPAR3/PLXNA4/TNC/NTN1/LHX2/NGF/VEGFA/SIX1/CXCL12/CACNG7/SEMA5A/TGFB1/SEMA7A	20
GO:0006979	response to oxidative stress	28/498	338/12060	0.0828402366863905	2.00613103300777	3.89373035260348	0.00036302466585904	0.00379298185363066	0.00269750762860256	PRR5L/KLF4/XBP1/SLC4A11/EDN1/EPAS1/STC2/TXN/PDLIM1/PYCR1/CYGB/COMT/ADCYAP1R1/ETV5/MICB/DUSP1/PLK3/SLC8A1/GCLM/SLC7A11/DDR2/TXNRD2/SRXN1/MAPK13/FOS/CYP1B1/HMOX1/NR4A3	28
GO:0030111	regulation of Wnt signaling pathway	25/498	288/12060	0.0868055555555556	2.10215863453815	3.92888268344248	0.000371000961645809	0.0038667962636401	0.00275000324861474	SIAH2/RSPO4/CDH3/SFRP1/FERMT1/EGR1/TRABD2A/TMEM198/LRRK1/IGFBP6/EDA/SHISA2/LGR4/GSC/PPM1N/NKD2/ADGRA2/DDIT3/FOXL1/SEMA5A/FZD9/WNT5B/TGFB1/CAV1/ITGA3	25
GO:0003158	endothelium development	13/498	105/12060	0.123809523809524	2.99827882960413	4.26805279668985	0.000375220680934346	0.00389165312597432	0.00276768104891992	SLC40A1/F11R/F2RL1/FOXC2/KDR/NRG1/EDN1/SCUBE1/STC1/VEGFA/JAG1/S1PR3/HEY1	13
GO:0003231	cardiac ventricle development	13/498	105/12060	0.123809523809524	2.99827882960413	4.26805279668985	0.000375220680934346	0.00389165312597432	0.00276768104891992	SCN5A/CCN1/FOXC1/FOXC2/NRG1/GATA3/PRDM1/KCNK2/TBX3/JAG1/TGFB1/TGFB2/HEY1	13
GO:0007600	sensory perception	26/498	305/12060	0.0852459016393443	2.06438870235039	3.90744339718408	0.000377385162176141	0.00390455575110047	0.00277685718818182	ATP8B1/MBP/THRB/CDH3/KIT/LRIG3/SPRY2/SPNS2/KCNQ3/SCNN1A/SLC1A3/RGS16/EPAS1/IRX5/KCNK2/NGF/COMT/MYC/SPX/ITPR3/SIX1/TIMP3/TGFBI/DDIT3/CXCL12/GJA3	26
GO:0043010	camera-type eye development	24/498	272/12060	0.0882352941176471	2.1367824238129	3.93546065674891	0.000381048909403848	0.0039233525986055	0.00279022520350464	THRB/SPRY1/SPRY2/KLF4/FOXC1/FOXC2/KDR/GATA3/PRDM1/IRX5/FLT1/EPHA2/SPRED3/TWIST1/THY1/LHX2/VEGFA/JAG1/FOS/WNT5B/TGFB1/FZD5/CYP1B1/TGFB2	24
GO:0043405	regulation of MAP kinase activity	8/498	44/12060	0.181818181818182	4.40306681270537	4.69321759920838	0.000381051690387899	0.0039233525986055	0.00279022520350464	PDGFB/FGF18/TRIB2/TRIB1/FLT1/DUSP7/TRIB3/DUSP1	8
GO:0010717	regulation of epithelial to mesenchymal transition	12/498	92/12060	0.130434782608696	3.15872184389733	4.31353817567433	0.000385682651465866	0.00395234505598016	0.00281084417242094	SPRY1/SFRP1/SPRY2/GCNT2/FOXC1/GATA3/SPRED3/TWIST1/VEGFA/JAG1/TGFB1/TGFB2	12
GO:0031214	biomineral tissue development	14/498	119/12060	0.117647058823529	2.84904323175053	4.20682100103814	0.000385730988490284	0.00395234505598016	0.00281084417242094	CCN1/FAM20C/LGR4/FOSL2/PKDCC/TWIST1/CEBPB/TMEM119/SLC8A1/DDR2/FZD9/TGFB1/RUNX2/HEY1	14
GO:0007159	leukocyte cell-cell adhesion	23/498	256/12060	0.08984375	2.17573418674699	3.94610252867374	0.000388242103061126	0.00395894952208004	0.00281554116238155	CHST2/SLC7A1/TNFRSF21/F11R/VSIR/KLF4/XBP1/GATA3/IRAK1/IL4R/ADA/THY1/CEBPB/RUNX1/LGALS3/LRRC32/FUT4/CARD11/CXCL12/TGFB1/CAV1/NR4A3/JAK3	23
GO:0051402	neuron apoptotic process	23/498	256/12060	0.08984375	2.17573418674699	3.94610252867374	0.000388242103061126	0.00395894952208004	0.00281554116238155	THRB/SEMA3E/TNFRSF21/EGR1/KCNQ3/AARS1/KDR/UNC5B/GATA3/PYCR1/CEBPB/NGF/NDNF/GRM4/PLXND1/SIX1/GCLM/BID/DDIT3/FZD9/TGFB1/NR4A3/TGFB2	23
GO:0003151	outflow tract morphogenesis	10/498	67/12060	0.149253731343284	3.6144578313253	4.45357696906539	0.000392824137499842	0.00399606712535811	0.0028419386042523	FOXC1/FOXC2/EDN1/TWIST1/VEGFA/TBX3/JAG1/PLXND1/SIX1/TGFB2	10
GO:0010719	negative regulation of epithelial to mesenchymal transition	7/498	34/12060	0.205882352941176	4.98582565556343	4.8300429592951	0.000399735972846113	0.00405665071007945	0.0028850246743313	SPRY1/SFRP1/SPRY2/GATA3/SPRED3/VEGFA/TGFB2	7
GO:0022409	positive regulation of cell-cell adhesion	20/498	209/12060	0.0956937799043062	2.3174035856344	3.98720276285794	0.000409957342951405	0.00415045119045312	0.00295173406581768	CHST2/SLC7A1/GCNT2/F11R/VSIR/XBP1/GATA3/IRAK1/IL4R/ADA/THY1/PIEZO1/RUNX1/FUT4/CARD11/PLAUR/EMILIN1/TGFB1/CAV1/NR4A3	20
GO:0031667	response to nutrient levels	32/498	411/12060	0.0778588807785888	1.88549819716823	3.79068857284627	0.000427148957769426	0.0043142044734712	0.00306819276432876	CHAC1/PIM1/SFRP1/LPL/YARS1/PRKCH/CEBPA/SLC38A2/XBP1/SLC7A5/FUT1/ASNS/PCK2/STC2/WNK4/TNC/AKR1C3/STC1/COMT/GDF15/PRKAG2/LDLR/TRPV4/PMAIP1/SPX/GCLM/ZFP36/UPP1/DDIT3/FOS/TGFB1/CAV1	32
GO:0032570	response to progesterone	6/498	25/12060	0.24	5.81204819277108	4.9983971660598	0.000435499126274443	0.0043570455039061	0.00309866061544825	CLDN4/THBS1/FOS/TGFB1/CAV1/TGFB2	6
GO:0045823	positive regulation of heart contraction	6/498	25/12060	0.24	5.81204819277108	4.9983971660598	0.000435499126274443	0.0043570455039061	0.00309866061544825	ADM2/APLN/EDN1/ADM/ADA/TGFB2	6
GO:1903524	positive regulation of blood circulation	6/498	25/12060	0.24	5.81204819277108	4.9983971660598	0.000435499126274443	0.0043570455039061	0.00309866061544825	ADM2/APLN/EDN1/ADM/ADA/TGFB2	6
GO:1904738	vascular associated smooth muscle cell migration	6/498	25/12060	0.24	5.81204819277108	4.9983971660598	0.000435499126274443	0.0043570455039061	0.00309866061544825	PDGFB/IGFBP5/XBP1/DDR2/DDIT3/NR4A3	6
GO:0046620	regulation of organ growth	10/498	68/12060	0.147058823529412	3.56130403968816	4.39565518775709	0.000443886482213306	0.00443050931187964	0.00315090689293705	PIM1/DUSP6/WWC1/FOXC1/FOXC2/NRG1/EDN1/YBX3/KCNK2/RUNX1	10
GO:0006874	intracellular calcium ion homeostasis	19/498	195/12060	0.0974358974358974	2.3595922150139	3.97233566920164	0.000453430009053675	0.0045151410760697	0.00321109564108681	JPH1/EDN1/HERPUD1/STC2/THY1/STC1/NGF/SLC8A2/TRPV4/SLC8A1/ITPR3/CAV2/ASPH/FKBP1C/DDIT3/CXCL12/FZD9/TGFB1/CAV1	19
GO:0043122	regulation of canonical NF-kappaB signal transduction	23/498	259/12060	0.0888030888030888	2.15053263246034	3.88457270563524	0.000457979260637663	0.00452902931488472	0.0032209727329362	TRIM38/LPAR1/DDX21/F2RL1/KLF4/TNFSF15/BST2/EDN1/EDA/IRAK1/LTB/TLR4/VEGFA/NAMPT/CARD10/PPM1N/S100A4/CARD11/TGFB1/CAV1/HMOX1/NR1D1/LTBR	23
GO:0071375	cellular response to peptide hormone stimulus	23/498	259/12060	0.0888030888030888	2.15053263246034	3.88457270563524	0.000457979260637663	0.00452902931488472	0.0032209727329362	SLC39A14/KLF4/XBP1/FUT1/FOXC2/SCNN1A/TBC1D4/EDN1/PCK2/HDAC9/GDF15/TRIB3/PID1/INSIG1/TNS2/KLF5/CAV2/DDR2/FOS/TGFB1/CAV1/NR4A3/JAK3	23
GO:0097553	calcium ion transmembrane import into cytosol	14/498	121/12060	0.115702479338843	2.80195160808523	4.13433504895951	0.000458027717134735	0.00452902931488472	0.0032209727329362	JPH1/THY1/NGF/ADCYAP1R1/SLC8A2/TRPV4/NALF2/SLC8A1/ITPR3/ASPH/FKBP1C/DDIT3/TGFB1/CAV1	14
GO:1901699	cellular response to nitrogen compound	36/498	485/12060	0.0742268041237113	1.79754067817662	3.72063484591408	0.000471243503209181	0.00464887195491476	0.0033062028891004	LY6E/SLC39A14/IGFBP5/EGR1/KLF4/XBP1/SLC7A5/FUT1/FOXC2/SCNN1A/TBC1D4/SLC1A3/EDN1/PCK2/HDAC9/RGS10/STC1/COMT/TLR4/GDF15/TRIB3/PID1/LYNX1/INSIG1/SLC8A1/TNS2/SIX1/GCLM/KLF5/CAV2/DDR2/FOS/TGFB1/CAV1/NR4A3/JAK3	36
GO:0031589	cell-substrate adhesion	25/498	293/12060	0.0853242320819113	2.06628562029689	3.83467288286815	0.000479823803502478	0.00470162037544932	0.0033437167165532	NPNT/SPRY4/SEMA3E/SFRP1/FERMT1/PDGFB/EPHA1/GCNT2/COL17A1/CCN1/AJAP1/FUT1/THBS1/CCN2/KDR/EDA/COL13A1/RELL2/THY1/VEGFA/NDNF/JAG1/DLC1/EMILIN1/ITGA3	25
GO:0002066	columnar/cuboidal epithelial cell development	5/498	17/12060	0.294117647058824	7.12260807937633	5.24260834185338	0.000481771532764463	0.00470162037544932	0.0033437167165532	XBP1/PRDM1/KLF5/TGFB1/FZD5	5
GO:2000353	positive regulation of endothelial cell apoptotic process	5/498	17/12060	0.294117647058824	7.12260807937633	5.24260834185338	0.000481771532764463	0.00470162037544932	0.0033437167165532	XBP1/F3/THBS1/AKR1C3/TGFB1	5
GO:0043030	regulation of macrophage activation	7/498	35/12060	0.2	4.8433734939759	4.7256103253433	0.000482132216718636	0.00470162037544932	0.0033437167165532	CEBPA/THBS1/IL4R/CTSC/TLR4/LDLR/NR1D1	7
GO:0048662	negative regulation of smooth muscle cell proliferation	7/498	35/12060	0.2	4.8433734939759	4.7256103253433	0.000482132216718636	0.00470162037544932	0.0033437167165532	IGFBP3/IGFBP5/KLF4/APLN/TRIB1/NPR1/HMOX1	7
GO:0003007	heart morphogenesis	20/498	212/12060	0.0943396226415094	2.28461013866788	3.91625163739214	0.000492923255298127	0.00479582671783177	0.00341071475056598	PIM1/SPRY1/CCN1/FOXC1/FOXC2/NRG1/EDN1/GATA3/TWIST1/MICAL2/VEGFA/TBX3/JAG1/DLC1/PLXND1/CCM2L/SIX1/TGFB1/TGFB2/HEY1	20
GO:0015820	L-leucine transport	4/498	10/12060	0.4	9.68674698795181	5.70318533964442	0.000494503257049582	0.00479783088333108	0.00341214008080272	SLC7A7/SLC6A15/SLC7A5/SLC6A17	4
GO:0071559	response to transforming growth factor beta	21/498	228/12060	0.0921052631578947	2.23050095117311	3.89290793647533	0.000495391307614101	0.00479783088333108	0.00341214008080272	NPNT/CDH3/SPRY1/SFRP1/FERMT1/SPRY2/GCNT2/XBP1/THBS1/EDN1/SPRED3/GDF15/LRRC32/CAV2/DDR2/EMILIN1/FOS/TGFB1/CAV1/TGFB2/ITGA3	21
GO:0051928	positive regulation of calcium ion transport	9/498	57/12060	0.157894736842105	3.82371591629677	4.4347318302867	0.000498429546025707	0.00481625998688166	0.00342524656254568	PDGFB/LPAR3/THY1/STC1/ADCYAP1R1/LGALS3/ASPH/CXCL12/CAV1	9
GO:0007389	pattern specification process	27/498	328/12060	0.0823170731707317	1.99346165148398	3.78578406389355	0.000507976842044421	0.00489735855443735	0.00348292255813232	NBL1/MICOS10-NBL1/SPRY1/SFRP1/IRX2/HES7/PLXNA2/FOXC1/FOXC2/IRX3/EDN1/GBX2/MEIS2/TCF15/STC1/NKX3-1/LHX2/MICAL2/GSC/TBX3/NRG3/SIX1/ASPH/DDIT3/BHLHE40/FZD5/HEY1	27
GO:0034329	cell junction assembly	33/498	433/12060	0.0762124711316397	1.84562731294694	3.71914362534049	0.000509559708317899	0.00490147909905789	0.0034858530231271	CLDN7/CLDN4/CDH3/SFRP1/RAMP2/PRKCH/F11R/COL17A1/SH3BP1/PLXNA2/CLDN23/CD9/IRX3/THBS1/KDR/SHANK2/GABRG3/GABRA5/PLXNA4/EPHA2/PLXNC1/THY1/NTN1/VEGFA/TRPV4/NRG3/DLC1/SRPX2/PLXND1/SIX1/CLSTN2/FZD5/CAV1	33
GO:0010721	negative regulation of cell development	19/498	197/12060	0.0964467005076142	2.33563696410005	3.92263694230392	0.00051494499961751	0.00494207395560515	0.00351472343154033	DCC/SFRP1/IFRD1/CEBPA/TRIB1/IL4R/THY1/NTN1/LHX2/TLR4/VEGFA/LDLR/RUNX1/S1PR3/MYC/SEMA5A/TGFB1/NR1D1/JAK3	19
GO:0030225	macrophage differentiation	8/498	46/12060	0.173913043478261	4.21162912519644	4.52912520025282	0.000521835306730592	0.00497443903629477	0.00353774095586015	CEBPA/GATA3/TRIB1/FOSL2/TLR4/VEGFA/TGFB1/LIF	8
GO:0045682	regulation of epidermis development	8/498	46/12060	0.173913043478261	4.21162912519644	4.52912520025282	0.000521835306730592	0.00497443903629477	0.00353774095586015	ETV4/ESRP1/PRKCH/SFN/FOXC1/GRHL1/MAFF/ZFP36	8
GO:2000379	positive regulation of reactive oxygen species metabolic process	8/498	46/12060	0.173913043478261	4.21162912519644	4.52912520025282	0.000521835306730592	0.00497443903629477	0.00353774095586015	PDGFB/F2RL1/THBS1/AKR1C3/GADD45A/TLR4/PID1/TGFB1	8
GO:0001659	temperature homeostasis	15/498	137/12060	0.109489051094891	2.65148183976783	4.03455044984562	0.000526995559971836	0.00501236584170522	0.00356471388925958	EGR1/APLN/FOXC2/EPAS1/LGR4/IL4R/SCD/PWWP2B/CEBPB/TLR4/VEGFA/EBF2/DDIT3/CAV1/NR1D1	15
GO:0060037	pharyngeal system development	6/498	26/12060	0.230769230769231	5.5885078776645	4.86079145252149	0.000546617693158358	0.00518736522232159	0.00368917063132427	PLXNA2/EDN1/GATA3/NKX3-1/SIX1/TGFB2	6
GO:0141060	disruption of anatomical structure in another organism	7/498	36/12060	0.194444444444444	4.70883534136546	4.62506835552964	0.000577515512120168	0.00546835000538784	0.0038890024852829	PIM1/F2RL1/NPPB/SFN/MICB/LGALS3/CXCL12	7
GO:0007565	female pregnancy	14/498	124/12060	0.112903225806452	2.73416245627672	4.02833012092834	0.000587973926259734	0.00555497860844942	0.00395061135308967	FKBP4/CLDN4/IGFBP5/ARHGDIB/ADRA2B/SLC38A2/PRDM1/STC2/STC1/VEGFA/FOS/TGFB1/LIF/ITGA3	14
GO:0007631	feeding behavior	8/498	47/12060	0.170212765957447	4.12201999487311	4.45053998303037	0.000606543017568121	0.00570500106546334	0.00405730490920815	UCK2/ADM2/APLN/GLS/OPRD1/GDF15/FOS/NR4A3	8
GO:0061045	negative regulation of wound healing	8/498	47/12060	0.170212765957447	4.12201999487311	4.45053998303037	0.000606543017568121	0.00570500106546334	0.00405730490920815	PDGFB/AJAP1/PDGFA/CD9/THBS1/EDN1/PLAUR/SH2B3	8
GO:0007249	canonical NF-kappaB signal transduction	24/498	281/12060	0.0854092526690391	2.06834455258757	3.76066047312504	0.000610068665475711	0.00572546743130081	0.00407186025909033	TRIM38/LPAR1/DDX21/F2RL1/KLF4/TRIM55/TNFSF15/BST2/EDN1/EDA/IRAK1/LTB/TLR4/VEGFA/NAMPT/CARD10/PPM1N/S100A4/CARD11/TGFB1/CAV1/HMOX1/NR1D1/LTBR	24
GO:0030099	myeloid cell differentiation	27/498	332/12060	0.0813253012048193	1.96944404122514	3.71735164351953	0.000612531458944748	0.00573589061554883	0.00407927305991785	SLC1A5/SFRP1/KIT/CEBPA/F2RL1/FAM20C/LRRK1/GATA3/EPAS1/TRIB1/MEIS2/FLI1/EPHA2/FOSL2/CEBPB/TLR4/VEGFA/JAG1/RUNX1/MYC/TRIM58/ZFP36/SH2B3/FOS/TGFB1/LIF/LTBR	27
GO:0010562	positive regulation of phosphorus metabolic process	21/498	232/12060	0.0905172413793103	2.19204403822185	3.80482311176949	0.000623085685597426	0.00580907577649292	0.00413132116812544	PIM1/KIT/SPRY2/PDGFB/XBP1/FGF18/APLN/PDGFA/THBS1/KDR/TNFSF15/NRG1/ACSL3/FLT1/ADCYAP1R1/VEGFA/CARD10/PID1/PLAUR/DDR2/LIF	21
GO:0045937	positive regulation of phosphate metabolic process	21/498	232/12060	0.0905172413793103	2.19204403822185	3.80482311176949	0.000623085685597426	0.00580907577649292	0.00413132116812544	PIM1/KIT/SPRY2/PDGFB/XBP1/FGF18/APLN/PDGFA/THBS1/KDR/TNFSF15/NRG1/ACSL3/FLT1/ADCYAP1R1/VEGFA/CARD10/PID1/PLAUR/DDR2/LIF	21
GO:0010460	positive regulation of heart rate	5/498	18/12060	0.277777777777778	6.72690763052209	5.04615929448821	0.000644601741934843	0.00597110865620447	0.00424655634350282	ADM2/APLN/EDN1/ADM/ADA	5
GO:0060561	apoptotic process involved in morphogenesis	5/498	18/12060	0.277777777777778	6.72690763052209	5.04615929448821	0.000644601741934843	0.00597110865620447	0.00424655634350282	CCN1/FOXC1/FOXC2/FZD5/TGFB2	5
GO:0007043	cell-cell junction assembly	13/498	111/12060	0.117117117117117	2.83620970367958	4.03340491718933	0.000644688299043293	0.00597110865620447	0.00424655634350282	CLDN7/CLDN4/CDH3/RAMP2/PRKCH/F11R/CLDN23/CD9/IRX3/EPHA2/TRPV4/FZD5/CAV1	13
GO:0032755	positive regulation of interleukin-6 production	9/498	59/12060	0.152542372881356	3.69409842760874	4.30511327328042	0.00064712941711483	0.00598066010327039	0.0042533491788811	MBP/LPL/F2RL1/XBP1/TWIST1/TLR4/TRPV4/MAPK13/TGFB1	9
GO:0033280	response to vitamin D	6/498	27/12060	0.222222222222222	5.38152610441767	4.73014183775374	0.000678568408090372	0.00624400691349102	0.0044406371905172	PIM1/SFRP1/STC2/TNC/STC1/TGFB1	6
GO:1905476	negative regulation of protein localization to membrane	6/498	27/12060	0.222222222222222	5.38152610441767	4.73014183775374	0.000678568408090372	0.00624400691349102	0.0044406371905172	SFN/PKDCC/WNK4/PID1/FZD9/TGFB1	6
GO:0006940	regulation of smooth muscle contraction	7/498	37/12060	0.189189189189189	4.58156952132856	4.52815892106742	0.000687301494741513	0.00629704738810691	0.00447835872213067	NPNT/KIT/ADRA2B/EDN1/ADA/SPX/CAV1	7
GO:0060688	regulation of morphogenesis of a branching structure	7/498	37/12060	0.189189189189189	4.58156952132856	4.52815892106742	0.000687301494741513	0.00629704738810691	0.00447835872213067	SFRP1/PDGFA/LGR4/VEGFA/ETV5/SIX1/TGFB1	7
GO:0045927	positive regulation of growth	19/498	202/12060	0.0940594059405941	2.27782416795896	3.80097397477854	0.000701247538763146	0.00639044346926031	0.00454478051140228	PIM1/SFRP1/SFN/NRG1/EDN1/TFCP2L1/YBX3/UNC13A/LPAR3/NTN1/NGF/VEGFA/CXCL16/CXCL12/CACNG7/SEMA5A/HBEGF/SEMA7A/TGFB2	19
GO:0070830	bicellular tight junction assembly	8/498	48/12060	0.166666666666667	4.03614457831325	4.37410538013885	0.00070201477055052	0.00639044346926031	0.00454478051140228	CLDN7/CLDN4/RAMP2/PRKCH/F11R/CLDN23/EPHA2/FZD5	8
GO:0140962	multicellular organismal-level chemical homeostasis	8/498	48/12060	0.166666666666667	4.03614457831325	4.37410538013885	0.00070201477055052	0.00639044346926031	0.00454478051140228	SLC40A1/SCNN1A/KDR/EPAS1/VEGFA/TRPV4/TGFB1/HMOX1	8
GO:0048145	regulation of fibroblast proliferation	10/498	72/12060	0.138888888888889	3.36345381526104	4.17439784545897	0.000706509090984575	0.00641758364872927	0.00456408217009307	SFRP1/PDGFB/S100A6/PDGFA/FOSL2/MYC/DDR2/TGFB1/LIF/CAV1	10
GO:0007611	learning or memory	20/498	219/12060	0.091324200913242	2.21158607030863	3.75522509810147	0.000745197580726541	0.00674247634650975	0.00479514062609418	NPTX2/LRRN4/KIT/CEBPA/CCND2/SHANK2/MEIS2/NETO1/GABRA5/KCNK2/CEBPB/COMT/SLC8A2/LDLR/ITPR3/SLC7A11/CLSTN2/FZD9/FOS/ITGA3	20
GO:0050954	sensory perception of mechanical stimulus	14/498	127/12060	0.110236220472441	2.66957594156152	3.92542834891942	0.000747960762008351	0.00674247634650975	0.00479514062609418	ATP8B1/MBP/THRB/KIT/LRIG3/SPRY2/SPNS2/KCNQ3/SLC1A3/KCNK2/MYC/SIX1/DDIT3/CXCL12	14
GO:0060670	branching involved in labyrinthine layer morphogenesis	4/498	11/12060	0.363636363636364	8.80613362541074	5.3753984047853	0.000751813133403846	0.00674247634650975	0.00479514062609418	SPINT1/ST14/ADM/FZD5	4
GO:1901722	regulation of cell proliferation involved in kidney development	4/498	11/12060	0.363636363636364	8.80613362541074	5.3753984047853	0.000751813133403846	0.00674247634650975	0.00479514062609418	PDGFB/EGR1/GATA3/MYC	4
GO:1901862	negative regulation of muscle tissue development	4/498	11/12060	0.363636363636364	8.80613362541074	5.3753984047853	0.000751813133403846	0.00674247634650975	0.00479514062609418	IGFBP5/YBX3/TWIST1/TGFB1	4
